	Word	PoS		Freq	Ra	Disp
	always	Adv	:	462	100	0.96
	am	Adv	%	21	90	0.92
	@	@	a.m	3	67	0.87
	@	@	a.m.	7	85	0.90
	@	@	am	10	88	0.89
	amateur	Adj	:	12	96	0.90
	amazing	Adj	:	19	98	0.93
	ambassador	NoC	%	14	90	0.84
	@	@	ambassador	11	88	0.84
	@	@	ambassadors	3	70	0.80
	ambiguity	NoC	%	11	90	0.88
	@	@	ambiguities	2	61	0.85
	@	@	ambiguity	9	87	0.87
	ambition	NoC	%	23	100	0.94
	@	@	ambition	13	100	0.94
	@	@	ambitions	10	98	0.93
	ambitious	Adj	:	15	98	0.94
	ambulance	NoC	%	18	96	0.85
	@	@	ambulance	17	96	0.85
	@	@	ambulances	1	55	0.85
	amend	Verb	%	14	94	0.86
	@	@	amend	4	78	0.87
	@	@	amended	9	90	0.85
	@	@	amending	1	48	0.82
	@	@	amends	0	15	0.73
	amendment	NoC	%	28	87	0.82
	@	@	amendment	18	81	0.80
	@	@	amendments	10	83	0.84
	America	NoP	%	103	100	0.90
	@	@	America	103	100	0.90
	@	@	Americas	0	7	0.56
	American	Adj	:	157	100	0.92
	American	NoC	%	35	100	0.90
	@	@	American	7	94	0.90
	@	@	Americans	28	100	0.89
	amid	Prep	:	11	92	0.89
	amnesty	NoC	%	11	62	0.68
	@	@	amnesties	0	8	0.57
	@	@	amnesty	11	60	0.68
	among	Prep	:	229	100	0.95
	amongst	Prep	:	45	100	0.94
	amount	NoC	%	171	100	0.88
	@	@	amount	146	100	0.87
	@	@	amounts	25	100	0.92
	amount	Verb	%	27	99	0.91
	@	@	amount	8	92	0.89
	@	@	amounted	10	94	0.87
	@	@	amounting	4	84	0.87
	@	@	amounts	6	89	0.90
	amusement	NoC	%	11	94	0.85
	@	@	amusement	10	92	0.85
	@	@	amusements	1	38	0.83
	an	Det	:	3430	100	0.97
	analogy	NoC	%	11	91	0.89
	@	@	analogies	2	56	0.84
	@	@	analogy	9	88	0.89
	analyse	Verb	%	42	96	0.89
	@	@	analyse	13	96	0.89
	@	@	analysed	18	89	0.86
	@	@	analyses	2	64	0.87
	@	@	analysing	9	87	0.89
	analysis	NoC	%	143	100	0.89
	@	@	analyses	11	79	0.86
	@	@	analysis	132	99	0.89
	analyst	NoC	%	19	91	0.87
	@	@	analyst	8	82	0.84
	@	@	analysts	11	82	0.86
	ANC	NoP	%	10	36	0.63
	@	@	ANC	10	36	0.63
	ancestor	NoC	%	13	93	0.91
	@	@	ancestor	4	82	0.89
	@	@	ancestors	9	92	0.91
	ancient	Adj	:	50	99	0.93
	and	Conj	:	26817	100	0.99
	and/or	Conj	:	19	80	0.90
	and so on	Adv	:	49	99	0.92
	Anderson	NoP	%	15	90	0.86
	@	@	Anderson	15	90	0.86
	Andrew	NoP	:	45	99	0.89
	Andy	NoP	%	28	87	0.86
	@	@	Andy	28	87	0.86
	angel	NoC	%	22	99	0.88
	@	@	angel	14	95	0.82
	@	@	angels	8	93	0.91
	Angela	NoP	:	11	90	0.84
	Angeles	NoP-	:	11	91	0.88
	anger	NoC	%	34	99	0.89
	@	@	anger	33	99	0.89
	@	@	angers	0	20	0.74
	angle	NoC	%	37	99	0.91
	@	@	angle	24	99	0.91
	@	@	angles	13	96	0.87
	angrily	Adv	:	11	84	0.83
	angry	Adj	%	43	100	0.89
	@	@	angrier	1	31	0.81
	@	@	angry	42	100	0.89
	animal	NoC	%	153	100	0.90
	@	@	animal	67	100	0.91
	@	@	animals	86	100	0.89
	ankle	NoC	%	15	93	0.88
	@	@	ankle	10	88	0.85
	@	@	ankles	5	83	0.88
	Ann	NoP	%	20	94	0.81
	@	@	Ann	19	94	0.81
	@	@	Anns	0	4	0.36
	Anna	NoP	%	28	90	0.77
	@	@	Anna	28	90	0.77
	Anne	NoP	%	44	99	0.81
	@	@	Anne	44	99	0.81
	Annie	NoP	:	11	81	0.81
	anniversary	NoC	%	21	96	0.89
	@	@	anniversaries	1	45	0.84
	@	@	anniversary	21	96	0.89
	announce	Verb	%	127	100	0.82
	@	@	announce	11	98	0.86
	@	@	announced	105	99	0.80
	@	@	announces	3	72	0.88
	@	@	announcing	8	94	0.89
	announcement	NoC	%	28	100	0.86
	@	@	announcement	24	99	0.85
	@	@	announcements	4	80	0.84
	annual	Adj	:	81	100	0.93
	annually	Adv	:	11	88	0.91
	anonymous	Adj	:	12	99	0.86
	another	DetP	:	581	100	0.98
	answer	NoC	%	124	100	0.96
	@	@	answer	92	100	0.95
	@	@	answers	32	99	0.94
	answer	Verb	%	103	100	0.93
	@	@	answer	52	100	0.93
	@	@	answered	38	100	0.89
	@	@	answering	8	100	0.94
	@	@	answers	5	91	0.93
	ant	NoC	%	10	82	0.81
	@	@	ant	4	65	0.73
	@	@	ants	6	72	0.81
	Anthony	NoP	%	24	98	0.90
	@	@	Anthony	24	98	0.90
	antibody	NoC	%	16	47	0.65
	@	@	antibodies	8	43	0.67
	@	@	antibody	8	28	0.62
	anticipate	Verb	%	24	99	0.95
	@	@	anticipate	7	95	0.93
	@	@	anticipated	11	99	0.94
	@	@	anticipates	1	56	0.84
	@	@	anticipating	4	91	0.93
	anxiety	NoC	%	32	98	0.90
	@	@	anxieties	5	91	0.91
	@	@	anxiety	27	98	0.89
	anxious	Adj	:	31	100	0.95
	any	Adv	:	20	100	0.93
	any	DetP	:	1220	100	0.96
	anybody	Pron	:	50	100	0.85
	anyone	Pron	:	150	100	0.95
	anything	Pron	:	288	100	0.93
	anyway	Adv	:	122	100	0.86
	anywhere	Adv	:	41	100	0.95
	apart	Adv	:	35	100	0.95
	apart from	Prep	:	65	100	0.97
	apartment	NoC	%	19	96	0.85
	@	@	apartment	13	94	0.87
	@	@	apartments	6	85	0.74
	apologise	Verb	%	11	96	0.89
	@	@	apologise	6	89	0.87
	@	@	apologised	4	79	0.88
	@	@	apologises	0	29	0.81
	@	@	apologising	1	52	0.86
	apology	NoC	%	12	99	0.92
	@	@	apologies	5	89	0.89
	@	@	apology	7	96	0.90
	appalling	Adj	:	11	99	0.92
	apparatus	NoC	:	11	96	0.88
	apparent	Adj	:	53	98	0.94
	apparently	Adv	:	78	100	0.96
	appeal	NoC	%	106	100	0.83
	@	@	appeal	91	100	0.82
	@	@	appeals	15	95	0.88
	appeal	Verb	%	40	100	0.91
	@	@	appeal	19	100	0.89
	@	@	appealed	14	94	0.89
	@	@	appealing	6	93	0.89
	@	@	appeals	2	70	0.89
	appear	Verb	%	307	100	0.96
	@	@	appear	109	100	0.95
	@	@	appeared	107	100	0.95
	@	@	appearing	14	99	0.95
	@	@	appears	77	100	0.94
	appearance	NoC	%	66	100	0.94
	@	@	appearance	54	100	0.95
	@	@	appearances	12	95	0.82
	appendix	NoC	%	19	90	0.82
	@	@	appendices	1	46	0.85
	@	@	appendix	18	90	0.82
	appetite	NoC	%	11	95	0.93
	@	@	appetite	9	95	0.92
	@	@	appetites	2	69	0.89
	apple	NoC	%	35	99	0.85
	@	@	apple	27	99	0.81
	@	@	apples	9	94	0.89
	applicable	Adj	:	14	87	0.87
	applicant	NoC	%	24	91	0.80
	@	@	applicant	12	82	0.73
	@	@	applicants	12	87	0.83
	application	NoC	%	163	100	0.85
	@	@	application	100	100	0.88
	@	@	applications	63	91	0.77
	apply	Verb	%	193	100	0.92
	@	@	applied	66	100	0.93
	@	@	applies	28	97	0.87
	@	@	apply	79	100	0.90
	@	@	applying	20	100	0.93
	appoint	Verb	%	76	100	0.88
	@	@	appoint	10	93	0.90
	@	@	appointed	61	100	0.87
	@	@	appointing	4	80	0.88
	@	@	appoints	2	45	0.65
	appointment	NoC	%	60	100	0.91
	@	@	appointment	45	100	0.91
	@	@	appointments	15	98	0.90
	appraisal	NoC	%	12	96	0.89
	@	@	appraisal	11	96	0.89
	@	@	appraisals	1	48	0.85
	appreciate	Verb	%	45	100	0.96
	@	@	appreciate	26	100	0.95
	@	@	appreciated	15	100	0.94
	@	@	appreciates	1	59	0.89
	@	@	appreciating	2	73	0.91
	appreciation	NoC	%	13	98	0.95
	@	@	appreciation	13	98	0.95
	approach	NoC	%	171	100	0.92
	@	@	approach	145	100	0.93
	@	@	approaches	26	93	0.90
	approach	Verb	%	70	100	0.97
	@	@	approach	17	100	0.96
	@	@	approached	29	100	0.95
	@	@	approaches	6	90	0.92
	@	@	approaching	17	100	0.96
	appropriate	Adj	:	113	100	0.92
	approval	NoC	%	40	98	0.87
	@	@	approval	39	98	0.87
	@	@	approvals	1	46	0.73
	approve	Verb	%	53	100	0.84
	@	@	approve	11	99	0.92
	@	@	approved	39	100	0.81
	@	@	approves	1	63	0.89
	@	@	approving	2	72	0.86
	approximately	Adv	:	28	96	0.91
	April	NoP	%	147	100	0.84
	@	@	April	147	100	0.84
	Arab	Adj	:	22	86	0.71
	arbitrary	Adj	:	11	94	0.89
	arch	NoC	%	13	95	0.87
	@	@	arch	8	87	0.88
	@	@	arches	5	84	0.83
	archbishop	NoC	%	17	92	0.83
	@	@	archbishop	16	91	0.83
	@	@	archbishops	1	42	0.73
	architect	NoC	%	27	99	0.86
	@	@	architect	16	98	0.87
	@	@	architects	11	92	0.83
	architectural	Adj	:	12	92	0.86
	architecture	NoC	%	30	98	0.81
	@	@	architecture	28	98	0.82
	@	@	architectures	2	19	0.41
	archive	NoC	%	13	92	0.82
	@	@	archive	6	81	0.80
	@	@	archives	7	86	0.81
	area	NoC	%	585	100	0.93
	@	@	area	351	100	0.92
	@	@	areas	234	100	0.93
	argue	Verb	%	149	100	0.93
	@	@	argue	43	99	0.94
	@	@	argued	65	98	0.92
	@	@	argues	23	86	0.89
	@	@	arguing	18	100	0.95
	argument	NoC	%	122	100	0.92
	@	@	argument	83	100	0.92
	@	@	arguments	38	100	0.93
	arise	Verb	%	96	99	0.91
	@	@	arise	33	98	0.90
	@	@	arisen	7	95	0.91
	@	@	arises	18	88	0.89
	@	@	arising	22	90	0.88
	@	@	arose	16	97	0.92
	arm	NoC	%	202	100	0.90
	@	@	arm	91	100	0.89
	@	@	arms	110	100	0.91
	arm	Verb	%	12	97	0.90
	@	@	arm	0	37	0.84
	@	@	armed	11	96	0.89
	@	@	arming	0	32	0.83
	@	@	arms	0	9	0.64
	armed	Adj	:	37	98	0.75
	army	NoC	%	124	100	0.90
	@	@	armies	10	92	0.85
	@	@	army	114	100	0.90
	Arnold	NoP	%	10	94	0.89
	@	@	Arnold	10	94	0.89
	around	Adv	:	215	100	0.96
	around	Prep	:	237	100	0.96
	arouse	Verb	%	14	96	0.94
	@	@	arouse	3	87	0.92
	@	@	aroused	9	95	0.94
	@	@	arouses	1	36	0.84
	@	@	arousing	1	61	0.87
	arrange	Verb	%	72	100	0.96
	@	@	arrange	23	100	0.95
	@	@	arranged	40	100	0.96
	@	@	arranges	1	56	0.87
	@	@	arranging	8	98	0.95
	arrangement	NoC	%	91	100	0.94
	@	@	arrangement	33	100	0.93
	@	@	arrangements	58	100	0.93
	array	NoC	%	13	95	0.89
	@	@	array	11	95	0.90
	@	@	arrays	1	34	0.75
	arrest	NoC	%	22	98	0.84
	@	@	arrest	16	96	0.84
	@	@	arrests	6	75	0.80
	arrest	Verb	%	42	99	0.87
	@	@	arrest	6	94	0.92
	@	@	arrested	35	99	0.85
	@	@	arresting	2	70	0.89
	@	@	arrests	0	12	0.71
	arrival	NoC	%	38	100	0.95
	@	@	arrival	34	99	0.95
	@	@	arrivals	4	87	0.89
	arrive	Verb	%	142	100	0.96
	@	@	arrive	29	100	0.96
	@	@	arrived	88	100	0.94
	@	@	arrives	9	100	0.94
	@	@	arriving	16	100	0.95
	arrow	NoC	%	16	98	0.90
	@	@	arrow	10	97	0.88
	@	@	arrows	6	88	0.90
	Arsenal	NoP	:	12	54	0.73
	art	NoC	%	206	100	0.86
	@	@	art	153	100	0.83
	@	@	arts	53	100	0.88
	Arthur	NoP	%	29	99	0.91
	@	@	Arthur	28	99	0.91
	@	@	Arthurs	0	5	0.47
	article	NoC	%	97	100	0.91
	@	@	article	68	100	0.90
	@	@	articles	29	99	0.91
	artificial	Adj	:	20	100	0.93
	artist	NoC	%	81	100	0.84
	@	@	artist	41	99	0.84
	@	@	artists	40	99	0.84
	artistic	Adj	:	16	97	0.90
	as	Adv	:	567	100	0.98
	as	Conj	:	3006	100	0.98
	as	Prep	:	1774	100	0.96
	as for	Prep	:	25	100	0.95
	as if	Conj	:	157	100	0.88
	as it were	Adv	:	10	94	0.82
	as long as	Conj	:	29	100	0.95
	as opposed to	Prep	:	17	97	0.93
	as soon as	Conj	:	45	100	0.93
	as though	Conj	:	54	99	0.88
	as to	Prep	:	73	100	0.90
	as usual	Adv	:	13	100	0.92
	as well	Adv	%	113	100	0.87
	@	@	as well	113	100	0.87
	as well as	Prep	:	176	100	0.95
	as yet	Adv	:	14	100	0.95
	ash	NoC	%	13	98	0.90
	@	@	ash	8	98	0.87
	@	@	ashes	5	88	0.91
	ashamed	Adj	:	11	97	0.89
	Ashley	NoP	%	11	80	0.54
	@	@	Ashley	11	80	0.53
	@	@	Ashleys	1	3	0.04
	Asia	NoP	:	30	96	0.80
	Asian	Adj	:	19	94	0.87
	aside	Adv	:	36	100	0.93
	ask	Verb	%	610	100	0.94
	@	@	ask	194	100	0.93
	@	@	asked	334	100	0.92
	@	@	asking	63	100	0.95
	@	@	asks	20	100	0.92
	asleep	Adj	:	25	97	0.88
	aspect	NoC	%	116	100	0.93
	@	@	aspect	43	99	0.94
	@	@	aspects	73	100	0.92
	aspiration	NoC	%	13	95	0.92
	@	@	aspiration	3	74	0.83
	@	@	aspirations	10	93	0.92
	assault	NoC	%	26	98	0.89
	@	@	assault	22	98	0.89
	@	@	assaults	4	84	0.87
	assemble	Verb	%	17	99	0.94
	@	@	assemble	4	96	0.92
	@	@	assembled	10	97	0.94
	@	@	assembles	0	33	0.83
	@	@	assembling	2	83	0.92
	assembly	NoC	%	59	100	0.75
	@	@	assemblies	5	69	0.83
	@	@	assembly	54	100	0.73
	assert	Verb	%	21	96	0.92
	@	@	assert	7	89	0.91
	@	@	asserted	7	89	0.90
	@	@	asserting	3	78	0.90
	@	@	asserts	3	69	0.89
	assertion	NoC	%	11	92	0.91
	@	@	assertion	8	90	0.91
	@	@	assertions	3	72	0.89
	assess	Verb	%	64	100	0.90
	@	@	assess	27	99	0.90
	@	@	assessed	22	97	0.86
	@	@	assesses	1	55	0.82
	@	@	assessing	14	99	0.92
	assessment	NoC	%	78	100	0.90
	@	@	assessment	67	100	0.89
	@	@	assessments	11	83	0.87
	asset	NoC	%	64	98	0.87
	@	@	asset	20	97	0.87
	@	@	assets	43	98	0.86
	assign	Verb	%	18	93	0.88
	@	@	assign	4	67	0.83
	@	@	assigned	12	91	0.89
	@	@	assigning	2	56	0.86
	@	@	assigns	1	41	0.81
	assignment	NoC	%	18	99	0.84
	@	@	assignment	12	97	0.81
	@	@	assignments	6	80	0.83
	assist	Verb	%	41	100	0.93
	@	@	assist	25	98	0.92
	@	@	assisted	10	97	0.92
	@	@	assisting	5	90	0.90
	@	@	assists	2	63	0.88
	assistance	NoC	%	43	99	0.91
	@	@	assistance	43	99	0.91
	assistant	Adj	:	18	97	0.91
	assistant	NoC	%	27	100	0.92
	@	@	assistant	20	100	0.92
	@	@	assistants	7	96	0.89
	associate	NoC	%	12	98	0.92
	@	@	associate	3	87	0.89
	@	@	associates	8	97	0.91
	associate	Verb	%	81	100	0.90
	@	@	associate	5	96	0.93
	@	@	associated	73	98	0.90
	@	@	associates	1	53	0.76
	@	@	associating	1	58	0.87
	associated	Adj	:	19	87	0.89
	association	NoC	%	135	100	0.93
	@	@	association	115	100	0.93
	@	@	associations	20	91	0.90
	assume	Verb	%	112	100	0.94
	@	@	assume	41	100	0.94
	@	@	assumed	42	100	0.94
	@	@	assumes	10	87	0.91
	@	@	assuming	19	99	0.94
	assumption	NoC	%	56	97	0.91
	@	@	assumption	31	97	0.91
	@	@	assumptions	25	93	0.90
	assurance	NoC	%	24	97	0.89
	@	@	assurance	18	97	0.88
	@	@	assurances	5	84	0.86
	assure	Verb	%	31	100	0.93
	@	@	assure	10	98	0.85
	@	@	assured	18	98	0.93
	@	@	assures	1	62	0.90
	@	@	assuring	1	72	0.90
	asylum	NoC	%	10	88	0.80
	@	@	asylum	9	83	0.78
	@	@	asylums	1	36	0.68
	at	Prep	:	4790	100	0.98
	at all	Adv	:	148	100	0.94
	at first	Adv	:	41	99	0.94
	at last	Adv	:	44	100	0.89
	at least	Adv	:	257	100	0.98
	at once	Adv	:	36	100	0.90
	at present	Adv	:	29	98	0.93
	Athens	NoP	:	11	78	0.71
	Atlantic	NoP	:	22	99	0.91
	atmosphere	NoC	%	49	100	0.93
	@	@	atmosphere	49	100	0.93
	@	@	atmospheres	1	34	0.75
	atom	NoC	%	16	86	0.79
	@	@	atom	6	76	0.80
	@	@	atoms	11	72	0.78
	atomic	Adj	:	11	87	0.84
	attach	Verb	%	49	100	0.95
	@	@	attach	8	98	0.91
	@	@	attached	36	100	0.96
	@	@	attaches	2	66	0.88
	@	@	attaching	3	79	0.87
	attack	NoC	%	109	100	0.91
	@	@	attack	77	100	0.92
	@	@	attacks	31	98	0.88
	attack	Verb	%	59	100	0.93
	@	@	attack	18	99	0.92
	@	@	attacked	29	98	0.91
	@	@	attacking	10	98	0.93
	@	@	attacks	3	77	0.89
	attain	Verb	%	12	95	0.91
	@	@	attain	5	86	0.90
	@	@	attained	5	87	0.91
	@	@	attaining	2	60	0.85
	@	@	attains	1	32	0.83
	attempt	NoC	%	135	100	0.94
	@	@	attempt	89	100	0.94
	@	@	attempts	47	100	0.94
	attempt	Verb	%	82	100	0.95
	@	@	attempt	26	99	0.94
	@	@	attempted	27	99	0.94
	@	@	attempting	24	97	0.95
	@	@	attempts	5	86	0.92
	attend	Verb	%	91	99	0.94
	@	@	attend	36	99	0.95
	@	@	attended	35	99	0.92
	@	@	attending	18	98	0.94
	@	@	attends	2	77	0.83
	attendance	NoC	%	20	100	0.92
	@	@	attendance	18	100	0.92
	@	@	attendances	2	56	0.86
	attention	NoC	%	140	100	0.96
	@	@	attention	137	100	0.96
	@	@	attentions	3	82	0.91
	attitude	NoC	%	108	100	0.94
	@	@	attitude	60	100	0.95
	@	@	attitudes	48	98	0.90
	attract	Verb	%	64	100	0.95
	@	@	attract	25	99	0.94
	@	@	attracted	28	99	0.95
	@	@	attracting	6	93	0.93
	@	@	attracts	5	93	0.91
	attraction	NoC	%	24	99	0.94
	@	@	attraction	15	99	0.94
	@	@	attractions	9	95	0.91
	attractive	Adj	:	52	100	0.95
	attribute	NoC	%	13	92	0.83
	@	@	attribute	4	69	0.77
	@	@	attributes	9	88	0.85
	attribute	Verb	%	23	95	0.92
	@	@	attribute	4	78	0.89
	@	@	attributed	16	92	0.91
	@	@	attributes	2	67	0.88
	@	@	attributing	1	55	0.87
	auction	NoC	%	15	95	0.85
	@	@	auction	13	93	0.85
	@	@	auctions	2	60	0.86
	audience	NoC	%	65	100	0.94
	@	@	audience	55	100	0.94
	@	@	audiences	10	90	0.90
	audit	NoC	%	24	80	0.76
	@	@	audit	22	79	0.76
	@	@	audits	2	43	0.78
	auditor	NoC	%	18	73	0.71
	@	@	auditor	6	61	0.73
	@	@	auditors	12	69	0.68
	Aug	NoP	%	29	42	0.49
	@	@	Aug	3	35	0.66
	@	@	Aug.	26	15	0.43
	August	NoP	:	79	100	0.90
	aunt	NoC	%	33	94	0.81
	@	@	aunt	31	91	0.80
	@	@	aunts	2	71	0.86
	Australia	NoP	%	50	100	0.92
	@	@	Australia	50	100	0.92
	Australian	Adj	:	24	98	0.90
	Austria	NoP	:	13	93	0.86
	author	NoC	%	69	99	0.92
	@	@	author	43	99	0.92
	@	@	authors	25	91	0.89
	authority	NoC	%	313	100	0.92
	@	@	authorities	130	100	0.91
	@	@	authority	183	100	0.91
	automatic	Adj	:	23	100	0.94
	automatically	Adv	:	28	100	0.93
	autonomous	Adj	:	11	75	0.85
	autonomy	NoC	%	18	83	0.86
	@	@	autonomy	18	83	0.86
	autumn	NoC	%	39	99	0.94
	@	@	autumn	39	99	0.94
	availability	NoC	%	19	90	0.90
	@	@	availability	19	90	0.90
	available	Adj	:	272	100	0.93
	avenue	NoC	%	19	100	0.89
	@	@	avenue	16	99	0.87
	@	@	avenues	3	86	0.92
	average	Adj	%	62	100	0.93
	@	@	average	62	100	0.93
	average	NoC	%	39	98	0.93
	@	@	average	36	97	0.93
	@	@	averages	3	79	0.88
	avoid	Verb	%	121	100	0.96
	@	@	avoid	80	100	0.96
	@	@	avoided	22	97	0.95
	@	@	avoiding	14	98	0.95
	@	@	avoids	4	79	0.90
	await	Verb	%	21	99	0.95
	@	@	await	5	92	0.94
	@	@	awaited	5	90	0.93
	@	@	awaiting	9	98	0.94
	@	@	awaits	2	75	0.91
	awake	Adj	:	13	94	0.87
	award	NoC	%	170	99	0.37
	@	@	award	148	98	0.28
	@	@	awards	23	87	0.84
	award	Verb	%	31	95	0.91
	@	@	award	4	76	0.87
	@	@	awarded	25	95	0.90
	@	@	awarding	2	63	0.84
	@	@	awards	1	41	0.83
	aware	Adj	:	108	100	0.93
	awareness	NoC	%	36	97	0.91
	@	@	awareness	36	97	0.91
	away	Adv	:	371	100	0.92
	away from	Prep	:	120	100	0.94
	awful	Adj	:	31	98	0.90
	awkward	Adj	:	16	99	0.94
	axis	NoC	:	14	87#	0.86#
	@	@	axis	10	87	0.86
	@	@	axes	4	79#	0.85#
	aye	Int	:	52	64	0.67
	B / b	Lett	:	179	100	0.91
	B	NoP	%	26	90	0.88
	@	@	B	7	72	0.77
	@	@	B.	19	89	0.85
	baby	NoC	%	115	100	0.93
	@	@	babies	25	100	0.93
	@	@	baby	91	100	0.92
	back	Adj	:	19	98	0.92
	back	Adv	:	793	100	0.93
	back	NoC	%	212	100	0.93
	@	@	back	200	100	0.93
	@	@	backs	12	98	0.93
	back	Verb	%	46	100	0.94
	@	@	back	11	99	0.94
	@	@	backed	25	100	0.94
	@	@	backing	8	99	0.92
	@	@	backs	3	76	0.88
	background	NoC	%	69	100	0.95
	@	@	background	62	100	0.95
	@	@	backgrounds	8	92	0.91
	backing	NoC	%	12	96	0.92
	@	@	backing	12	96	0.92
	@	@	backings	0	6	0.42
	backwards	Adv	:	18	99	0.92
	bacterium	NoC	%	14	80	0.82
	@	@	bacteria	13	80	0.82
	@	@	bacterium	1	31	0.73
	bad	Adj	%	264	100	0.95
	@	@	bad	153	100	0.94
	@	@	worse	65	100	0.94
	@	@	worst	46	100	0.95
	badly	Adv	:	43	100	0.95
	bag	NoC	%	75	99	0.91
	@	@	bag	53	98	0.90
	@	@	bags	22	98	0.93
	Baker	NoP	:	20	93	0.86
	balance	NoC	%	85	100	0.93
	@	@	balance	81	100	0.93
	@	@	balances	5	70	0.77
	balance	Verb	%	23	100	0.96
	@	@	balance	8	99	0.94
	@	@	balanced	9	99	0.95
	@	@	balances	2	62	0.85
	@	@	balancing	4	97	0.94
	balanced	Adj	:	11	94	0.93
	balcony	NoC	%	11	91	0.80
	@	@	balconies	2	53	0.74
	@	@	balcony	10	87	0.79
	ball	NoC	%	89	100	0.92
	@	@	ball	74	99	0.91
	@	@	balls	15	95	0.93
	ballet	NoC	%	15	89	0.70
	@	@	ballet	12	88	0.74
	@	@	ballets	2	22	0.41
	balloon	NoC	%	10	95	0.89
	@	@	balloon	6	93	0.86
	@	@	balloons	4	81	0.89
	ballot	NoC	%	11	85	0.87
	@	@	ballot	10	81	0.87
	@	@	ballots	1	36	0.78
	ban	NoC	%	26	94	0.84
	@	@	ban	24	93	0.84
	@	@	bans	2	53	0.82
	ban	Verb	%	28	100	0.87
	@	@	ban	7	87	0.87
	@	@	banned	16	99	0.87
	@	@	banning	3	77	0.85
	@	@	bans	1	36	0.77
	band	NoC	%	88	100	0.87
	@	@	band	67	100	0.86
	@	@	bands	20	100	0.86
	bang	Verb	%	14	95	0.90
	@	@	bang	5	82	0.88
	@	@	banged	4	73	0.85
	@	@	banging	4	84	0.89
	@	@	bangs	0	30	0.81
	bank	NoC	%	234	100	0.90
	@	@	bank	168	100	0.91
	@	@	banks	66	100	0.86
	banker	NoC	%	15	97	0.90
	@	@	banker	6	91	0.87
	@	@	bankers	9	86	0.88
	banking	NoC	%	21	95	0.87
	@	@	banking	21	95	0.87
	bankruptcy	NoC	%	11	91	0.80
	@	@	bankruptcies	1	44	0.81
	@	@	bankruptcy	10	88	0.79
	bar	NoC	%	101	100	0.92
	@	@	bar	77	100	0.92
	@	@	bars	24	100	0.90
	Barbara	NoP	:	17	96	0.84
	bare	Adj	%	23	100	0.90
	@	@	bare	22	100	0.89
	@	@	barest	1	35	0.83
	barely	Adv	:	23	100	0.91
	bargain	NoC	%	12	100	0.94
	@	@	bargain	9	100	0.94
	@	@	bargains	3	81	0.89
	bargaining	NoC	%	12	86	0.71
	@	@	bargaining	12	86	0.71
	barn	NoC	%	16	93	0.86
	@	@	barn	13	91	0.85
	@	@	barns	3	65	0.80
	Barnes	NoP	:	13	83	0.80
	baron	NoC	%	12	93	0.81
	@	@	baron	8	84	0.74
	@	@	barons	4	75	0.84
	barrel	NoC	%	14	100	0.92
	@	@	barrel	9	97	0.92
	@	@	barrels	6	89	0.88
	barrier	NoC	%	31	100	0.95
	@	@	barrier	16	100	0.95
	@	@	barriers	15	97	0.92
	Barry	NoP	%	19	96	0.88
	@	@	Barry	19	96	0.88
	base	NoC	%	98#	100	0.95#
	@	@	base	86	100	0.95
	@	@	bases	12#	81#	0.82#
	base	Verb	%	194	100	0.94
	@	@	base	5	91	0.93
	@	@	based	186	100	0.93
	@	@	bases	1	46	0.86
	@	@	basing	2	70	0.90
	basic	Adj	:	109	100	0.93
	basically	Adv	:	31	100	0.86
	basin	NoC	%	15	96	0.84
	@	@	basin	12	95	0.85
	@	@	basins	3	60	0.75
	basis	NoC	:	148	100	0.93#
	@	@	basis	145	100	0.93
	@	@	bases	3#	80#	0.88#
	basket	NoC	%	18	98	0.92
	@	@	basket	13	96	0.91
	@	@	baskets	5	88	0.91
	bass	NoC	%	10	74	0.62
	@	@	bass	9	73	0.62
	@	@	basses	1	15	0.57
	bastard	NoC	%	19	89	0.84
	@	@	bastard	14	83	0.84
	@	@	bastards	5	73	0.83
	bat	NoC	%	13	96	0.85
	@	@	bat	8	90	0.87
	@	@	bats	4	79	0.79
	bath	NoC	%	33	98	0.92
	@	@	bath	26	96	0.91
	@	@	baths	7	91	0.90
	Bath	NoP	:	12	91	0.86
	bathroom	NoC	%	28	100	0.90
	@	@	bathroom	25	97	0.89
	@	@	bathrooms	3	73	0.85
	battery	NoC	%	21	99	0.89
	@	@	batteries	7	92	0.86
	@	@	battery	13	98	0.88
	battle	NoC	%	72	100	0.93
	@	@	battle	63	100	0.93
	@	@	battles	9	96	0.94
	bay	NoC	%	37	100	0.93
	@	@	bay	34	100	0.93
	@	@	bays	3	75	0.87
	BBC	NoP	%	43	91	0.88
	@	@	B.B.C.	0	19	0.76
	@	@	BBC	43	91	0.88
	BC	Adv	%	11	68	0.77
	@	@	B.C.	3	25	0.42
	@	@	BC	8	64	0.79
	be*	Verb	%	42277	100	0.98
	@	@	'm	658	100	0.87
	@	@	're	835	100	0.85
	@	@	's	3190	100	0.85
	@	@	am	250	100	0.92
	@	@	are	4707	100	0.96
	@	@	be	6644	100	0.98
	@	@	been	2686	100	0.98
	@	@	being	862	100	0.98
	@	@	is	9982	100	0.96
	@	@	was	9236	100	0.96
	@	@	were	3227	100	0.98
	beach	NoC	%	48	99	0.87
	@	@	beach	38	99	0.87
	@	@	beaches	10	93	0.85
	beam	NoC	%	17	99	0.89
	@	@	beam	11	97	0.88
	@	@	beams	6	88	0.87
	bean	NoC	%	18	100	0.89
	@	@	bean	5	85	0.84
